Column_1,ETid,Country,Column_4,Date of Decision,Fine [€],Controller/Processor,Column_8,Quoted Art.,Type,Column_11,Source,Column_13
As part of its investigation, the DPA found that on three occasions the accident and occupational illnesses of other employees were publicly viewable on an online system of the insurance carrier. The incident occurred due to an outdated version of the system. 
The DPA concluded that the insurance carrier had not sufficiently fulfilled its duty to take appropriate technical and organizational measures to prevent personal data breaches.  The insurance carrier should have ensured that updated and secure online systems were used.",link | https://www.gpdp.it/web/guest/home/docweb/-/docweb-display/docweb/9771184,https://www.enforcementtracker.com/ETid-1197 (Copy: ) | Short URL: https://etid.link/ETid-1197 ETid 1197 | https://www.enforcementtracker.com/ETid-1197
,ETid-1196 | https://www.enforcementtracker.com/ETid-1196,ITALY ITALY,Italian Data Protection Authority (Garante),2022-04-28,"10,000",Italian Ministry of Defense,Public Sector and Education,"Art. 5 (1) a) GDPR, Art. 6 GDPR, Art. 9 GDPR, Art. 10 GDPR, Art. 2-ter Codice della privacy, Art. 2-sexies Codice della privacy, Art. 2-octies Codice della privacy",Insufficient legal basis for data processing,"The Italian DPA has imposed a fine of EUR 10,000 on the Italian Ministry of Defense. 
An employee of the ministry had filed a complaint with the DPA. 
During its investigation, the DPA found that two emails had been forwarded without authorization. These e-mails contained, among other things, sensitive information on the health status of the data subject as well as information on legal proceedings.",link | https://www.gpdp.it/web/guest/home/docweb/-/docweb-display/docweb/9776406,https://www.enforcementtracker.com/ETid-1196 (Copy: ) | Short URL: https://etid.link/ETid-1196 ETid 1196 | https://www.enforcementtracker.com/ETid-1196
,ETid-1195 | https://www.enforcementtracker.com/ETid-1195,SPAIN SPAIN,Spanish Data Protection Authority (aepd),2022-06-01,300,Private individual,Individuals and Private Associations,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,Usage of CCTV camera that was also capturing foreign private space of a neighbour and the public space.,link | https://www.aepd.es/es/documento/ps-00516-2021.pdf,https://www.enforcementtracker.com/ETid-1195 (Copy: ) | Short URL: https://etid.link/ETid-1195 ETid 1195 | https://www.enforcementtracker.com/ETid-1195
,ETid-1194 | https://www.enforcementtracker.com/ETid-1194,SPAIN SPAIN,Spanish Data Protection Authority (aepd),2022-05-31,"1,600",CORON ISLAND SLU,Accomodation and Hospitality,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,"The Spanish DPA has imposed a fine of EUR 1,600 on CORON ISLAND SLU. A customer had filed a complaint with the DPA against the restaurant. The customer had asked for a bill in her name after a meal. However, the manager explained that an invoice could only be issued if the customer provided her telephone number. The DPA considered this to be a violation of the principle of data minimization.",link | https://www.aepd.es/es/documento/ps-00632-2021.pdf,https://www.enforcementtracker.com/ETid-1194 (Copy: ) | Short URL: https://etid.link/ETid-1194 ETid 1194 | https://www.enforcementtracker.com/ETid-1194
,ETid-1193 | https://www.enforcementtracker.com/ETid-1193,ITALY ITALY,Italian Data Protection Authority (Garante),2022-04-28,"1,000",Educationest s.r.l.,Employment,"Art. 5 (1) a), e) GDPR, Art. 6 (1) b), c) GDPR",Insufficient legal basis for data processing,"The Italian DPA has fined Educationest s.r.l. EUR 1,000. The daycare center had sent an email to the families of the children in its care, informing them of the pregnancy and the maternity leave of one of the educators. The daycare center had written the e-mail to prevent rumors about the teacher's absence ( e.g. a covid illness) and to protect her. However, the educator had not consented to the disclosure of her pregnancy status. The DPA therefore found that Educationest had unlawfully processed the educator's data and violated Art. 5 GDPR and Art. 6 GDPR.",link | https://www.gpdp.it/web/guest/home/docweb/-/docweb-display/docweb/9776444,https://www.enforcementtracker.com/ETid-1193 (Copy: ) | Short URL: https://etid.link/ETid-1193 ETid 1193 | https://www.enforcementtracker.com/ETid-1193
,ETid-1192 | https://www.enforcementtracker.com/ETid-1192,ITALY ITALY,Italian Data Protection Authority (Garante),2022-04-07,"10,000",E-Mac Professional s.r.l.,Industry and Commerce,"Art. 12 (3) GDPR, Art. 15 GDPR",Insufficient fulfilment of data subjects rights,Failure to respond to the data subject's request for access to their data in a timely manner.,link | https://www.gpdp.it/web/guest/home/docweb/-/docweb-display/docweb/9774680,https://www.enforcementtracker.com/ETid-1192 (Copy: ) | Short URL: https://etid.link/ETid-1192 ETid 1192 | https://www.enforcementtracker.com/ETid-1192
,ETid-1191 | https://www.enforcementtracker.com/ETid-1191,BELGIUM BELGIUM,Belgian Data Protection Authority (APD),2022-05-25,"50,000",Roularta Media Group,"Media, Telecoms and Broadcasting","Art. 5 (1) e) GDPR, Art. 5 (2) GDPR, Art. 6 (1) a) GDPR, Art. 7 (1), (3) GDPR, Art. 12 GDPR, Art. 13 GDPR, Art. 14 GDPR, Art. 24 GDPR",Insufficient legal basis for data processing,"The Belgian DPA has imposed a fine of EUR 50,000 on Roularta Media Group. As part of its investigation, the DPA found that the cookie management on two websites operated by Roularta did not comply with the GDPR. In order to use cookies, controllers must obtain prior consent from the user, except in cases where the cookies are strictly necessary for website operation. The DPA found that consent to the processing of personal data through cookies on websites operated by Roularta was not valid, as not all necessary conditions were met. As such, about 60 cookies that were not required had been placed by the websites on visitors' devices even before they had given their consent. Roularta had also failed to sufficiently inform users about cookies. In addition, the boxes for consent to the placement of cookies by third parties were checked in advance, although users must always actively consent. In addition, the DPA found that users could not revoke their consent to cookie placement as easily as they had given it.",link link | https://www.autoriteprotectiondonnees.be/citoyen/enquete-cookies-sur-les-sites-de-presse-roularta-mis-a-lamende,https://www.enforcementtracker.com/ETid-1191 (Copy: ) | Short URL: https://etid.link/ETid-1191 ETid 1191 | https://www.enforcementtracker.com/ETid-1191
,ETid-1190 | https://www.enforcementtracker.com/ETid-1190,UNITED KINGDOM UNITED KINGDOM,Information Commissioner (ICO),2022-05-18,"9,000,000",Clearview Al Inc.,Industry and Commerce,"Art. 5 (1) a), e) GDPR, Art. 6 GDPR, Art. 9 GDPR, Art. 14 GDPR, Art. 15 GDPR, Art. 16 GDPR, Art. 17 GDPR, Art. 21 GDPR, Art. 22 GDPR, Art. 35 GDPR",Non-compliance with general data processing principles,"The UK DPA has fined Clearview AI Inc. EUR 9 million. The company holds a database of more than 20 billion facial images (including those of UK residents and nationals) from around the world. The data is collected online from publicly accessible platforms such as social networks. The company offers a search service that allows individuals be identified based on the biometric data extracted from the images. Individuals' profiles can be enriched with information associated with those images, such as image tags and geolocation. Clearview AI no longer offers its services in the UK, but it does in other countries, which means that the company continues to use personal data of UK residents. 

In the course of its investigation the DPA found that the personal data contained in the company's database had been processed unlawfully and without a valid legal basis. 

Furthermore, in order to exercise their rights under the GDPR, such as the right of access under Art. 15 GDPR, data subjects had to provide Clearview with additional personal data by submitting a photograph of themselves that could be matched against the Clearview database. According to the DPA, this constitutes a significant impediment and deterrent to the exercise of such rights.

In addition, the DPA found that the company had violated several principles of the GDPR. For example, the company had violated the principle of transparency by failing to adequately inform users about the processing of their data. Clearview had also violated violated the principle of storage limitation by not providing a data retention policy and thus not being able to ensure that personal data is not held for longer than necessary. Further, Clearview failed to conduct a privacy impact assessment despite the high risk to data subjects' data.",link link | https://ico.org.uk/about-the-ico/news-and-events/news-and-blogs/2022/05/ico-fines-facial-recognition-database-company-clearview-ai-inc/,https://www.enforcementtracker.com/ETid-1190 (Copy: ) | Short URL: https://etid.link/ETid-1190 ETid 1190 | https://www.enforcementtracker.com/ETid-1190
,ETid-1189 | https://www.enforcementtracker.com/ETid-1189,FINLAND FINLAND,Deputy Data Protection Ombudsman,2022-04-29,"8,300",Telemarketing company,"Media, Telecoms and Broadcasting",Art. 58 (2) GDPR,Insufficient cooperation with supervisory authority,"The Finnish DPA has imposed a fine of EUR 8,300 on a telemarketing company for non-compliance with a DPA order. A customer of the company had requested access to the recording of a sales call. However, the company did not comply with the request and therefore the DPA ordered the company to grant the customer access to the recordings. Later, the customer reported that despite the DPA's order, they still had not received the recording of the call.",link | https://finlex.fi/fi/viranomaiset/tsv/2022/20221403,https://www.enforcementtracker.com/ETid-1189 (Copy: ) | Short URL: https://etid.link/ETid-1189 ETid 1189 | https://www.enforcementtracker.com/ETid-1189
,ETid-1188 | https://www.enforcementtracker.com/ETid-1188,UNITED KINGDOM UNITED KINGDOM,Information Commissioner (ICO),2022-03-10,"115,000",Tuckers Solicitors LLP,"Finance, Insurance and Consulting",Art. 5 (1) a) f) GDPR,Non-compliance with general data processing principles,"The UK DPA (ICO) has fined law firm Tuckers Solicitors LLP EUR 115,000. Tuckers suffered a ransomware attack on its systems, which resulted in a personal data breach. As part of its investigation, the DPA determined that Tuckers had failed to take appropriate technical and organizational measures to protect personal data. This failure left its systems vulnerable to malicious attacks. The attackers managed to encrypt 972,191 individual files of which 24,712 were related to court proceedings and to siphon off 60 files and publish them in underground data marketplaces. The files contained both personal and special category data, such as medical records, witness statements, names and addresses of witnesses and victims, and the alleged crimes of data subjects.",link | https://ico.org.uk/media/action-weve-taken/mpns/4019746/tuckers-mpn-20220228.pdf,https://www.enforcementtracker.com/ETid-1188 (Copy: ) | Short URL: https://etid.link/ETid-1188 ETid 1188 | https://www.enforcementtracker.com/ETid-1188
,ETid-1187 | https://www.enforcementtracker.com/ETid-1187,ITALY ITALY,Italian Data Protection Authority (Garante),2022-04-07,"10,000",Findomestic Banca spa,"Finance, Insurance and Consulting","Art. 5 (1) a), c) GDPR",Non-compliance with general data processing principles,"The Italian DPA has imposed a fine of EUR 10,000 on Findomestic Banca spa. A customer had filed a complaint with the DPA regarding a breach of confidentiality related to the financial institution. The controller had unauthorizedly sent several payment reminders to the data subject's wife regarding a loan taken out by the data subject. The wife had indeed guaranteed a loan taken out by the data subject, however not the loan in question.",link link | https://www.gpdp.it/web/guest/home/docweb/-/docweb-display/docweb/9771122,https://www.enforcementtracker.com/ETid-1187 (Copy: ) | Short URL: https://etid.link/ETid-1187 ETid 1187 | https://www.enforcementtracker.com/ETid-1187
,ETid-1186 | https://www.enforcementtracker.com/ETid-1186,ITALY ITALY,Italian Data Protection Authority (Garante),2022-04-07,"20,000",Made in Italy s.r.l.s.,Industry and Commerce,"Art. 6 GDPR, Art. 7 GDPR, Art. 15 GDPR, Art. 17 GDPR, Art. 21 GDPR, Art. 130 (3) Codice della privacy, Art. 157 Codice della privacy, Art. 166 (2) Codice della privacy",Insufficient legal basis for data processing,"The Italian DPA (Garante) has imposed a fine of EUR 20,000 on Made in Italy s.r.l.s.. A data subject had filed a complaint with the DPA after receiving promotional calls from the data controller, even though they had not consented to it. Even after the data subject had objected to the sending, the controller did not stop the calls. The data subject then requested information about the origin of the data and the deletion of this data. However, the controller did not respond to this request. Also, the controller had not sufficiently cooperated with the DPA in the course of the investigation.",link link | https://www.gpdp.it/web/guest/home/docweb/-/docweb-display/docweb/9771529,https://www.enforcementtracker.com/ETid-1186 (Copy: ) | Short URL: https://etid.link/ETid-1186 ETid 1186 | https://www.enforcementtracker.com/ETid-1186
,ETid-1185 | https://www.enforcementtracker.com/ETid-1185,ITALY ITALY,Italian Data Protection Authority (Garante),2022-04-07,"50,000",Palumbo Superyacht Ancona s.r.l.,Employment,"Art. 5 (1) a), e) GDPR, Art. 13 GDPR, Art. 12 (3) GDPR, Art. 15 GDPR, Art. 157 Codice della privacy, Art. 166 (2) Codice della privacy",Insufficient legal basis for data processing,"The Italian DPA has fined Palumbo Superyacht Ancona s.r.l. EUR 50,000. The company had blocked an employee's company email account without permission. The employee had reported the incident to the company and asked for the restoration of the e-mail inbox, which contained both private and business e-mails. However, the company did not comply with this request. 
In the course of its investigation, the DPA found further violations. For example, the company did not respond to a request for information from the DPA and violated the principle of limiting data retention.",link link | https://www.gpdp.it/web/guest/home/docweb/-/docweb-display/docweb/9771545,https://www.enforcementtracker.com/ETid-1185 (Copy: ) | Short URL: https://etid.link/ETid-1185 ETid 1185 | https://www.enforcementtracker.com/ETid-1185
,ETid-1184 | https://www.enforcementtracker.com/ETid-1184,SPAIN SPAIN,Spanish Data Protection Authority (aepd),2022-05-20,"2,000",Private individual,Individuals and Private Associations,Art. 6 (1) GDPR,Insufficient legal basis for data processing,"The Spanish DPA has fined a private individual operating three websites EUR 2,000. During its investigation, the DPA found that all three websites lacked a field for giving consent to the processing of personal data. In addition, the DPA found that the privacy policies on the websites were missing any reference to the identity of the data controller and to the right of data subjects to withdraw their consent to data processing.",link | https://www.aepd.es/es/documento/ps-00542-2021.pdf,https://www.enforcementtracker.com/ETid-1184 (Copy: ) | Short URL: https://etid.link/ETid-1184 ETid 1184 | https://www.enforcementtracker.com/ETid-1184
,ETid-1183 | https://www.enforcementtracker.com/ETid-1183,SPAIN SPAIN,Spanish Data Protection Authority (aepd),2022-05-20,"1,500",Private individual,Individuals and Private Associations,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,"The Spanish DPA (AEPD) has imposed a fine of EUR 1,500 on a private individual. The controller had installed video surveillance cameras in his car which, among other things, also covered parts of a community garage. The DPA considered this to be a violation of the principle of data minimization.",link | https://www.aepd.es/es/documento/ps-00513-2021.pdf,https://www.enforcementtracker.com/ETid-1183 (Copy: ) | Short URL: https://etid.link/ETid-1183 ETid 1183 | https://www.enforcementtracker.com/ETid-1183
,ETid-1182 | https://www.enforcementtracker.com/ETid-1182,SPAIN SPAIN,Spanish Data Protection Authority (aepd),2022-05-20,"2,000",Private individual,Individuals and Private Associations,Art. 6 (1) GDPR,Insufficient legal basis for data processing,"The Spanish DPA has imposed a fine of EUR 2,000 on a private individual. The individual had taken photos of a group of minors as well as police officers without their consent and later uploaded them to Facebook.",link | https://www.aepd.es/es/documento/ps-00628-2021.pdf,https://www.enforcementtracker.com/ETid-1182 (Copy: ) | Short URL: https://etid.link/ETid-1182 ETid 1182 | https://www.enforcementtracker.com/ETid-1182
,ETid-1181 | https://www.enforcementtracker.com/ETid-1181,NORWAY NORWAY,Norwegian Supervisory Authority (Datatilsynet),2022-03-15,"9,700",Company,Employment,"Art. 6 (1) GDPR, Art. 13 GDPR, Art. 21 GDPR",Insufficient legal basis for data processing,"The Norwegian DPA has imposed a fine of EUR 9,700 on a company. The DPA had received a complaint from a former employee of the company. Background of the complaint is the fact that after the employee's termination, both professional and private e-mails from the employee's mailbox were automatically forwarded to an e-mail address administrated by the managing director. During its investigation, the DPA found that the controller had automatically forwarded the e-mails without a valid legal basis. Also, the controller did not inform the former employee about the processing of the data by forwarding the e-mails, contrary to its obligation under Art. 13 GDPR. Finally, the DPA found that the controller did not properly comply with a request of objection to the processing submitted by the former employee.",link link | https://www.datatilsynet.no/contentassets/08439c79981a499f86fd9faebac1855d/20-02368-8-sladdet-versjon.pdf,https://www.enforcementtracker.com/ETid-1181 (Copy: ) | Short URL: https://etid.link/ETid-1181 ETid 1181 | https://www.enforcementtracker.com/ETid-1181
,ETid-1180 | https://www.enforcementtracker.com/ETid-1180,ROMANIA ROMANIA,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),2022-05-24,"5,000",MED LIFE S.A.,Health Care,"Art. 32 (1) b), (2), (4) GDPR",Insufficient technical and organisational measures to ensure information security,"The Romanian DPA has imposed a fine of EUR 5,000 on MED LIFE S.A.. The company had disposed of documents containing sensitive patient data in a publicly accessible garbage can. An individual had found these documents and filed a complaint with the DPA. During its investigation, the DPA found that MED Life had not taken adequate technical and organizational measures to protect personal data and avoid such incidents.",link | https://www.dataprotection.ro/?page=Comunicat_Presa_24_05_2022&lang=ro,https://www.enforcementtracker.com/ETid-1180 (Copy: ) | Short URL: https://etid.link/ETid-1180 ETid 1180 | https://www.enforcementtracker.com/ETid-1180
,ETid-1179 | https://www.enforcementtracker.com/ETid-1179,SPAIN SPAIN,Spanish Data Protection Authority (aepd),2022-05-17,"42,000","Vodafone España, S.A.U.","Media, Telecoms and Broadcasting",Art. 6 (1) GDPR,Insufficient legal basis for data processing,"The Spanish DPA (AEPD) has imposed a fine on Vodafone España S.A.U.. A data subjects had filed a complaint with the AEPD against the controller. The data subject complained about receiving invoices even though there was no longer a contractual relationship between them and the controller. However, although the data subject had objected to the continued receipt of messages as there were no more invoices outstanding and the controller had confirmed this, the sending continued. The DPA therefore found, that the controller processed the data subejct's data without a valid legal basis. The original fine of EUR 70,000 was reduced to EUR 42,000 due to immediate payment and admission of guilt.",link | https://www.aepd.es/es/documento/ps-00111-2022.pdf,https://www.enforcementtracker.com/ETid-1179 (Copy: ) | Short URL: https://etid.link/ETid-1179 ETid 1179 | https://www.enforcementtracker.com/ETid-1179
,ETid-1178 | https://www.enforcementtracker.com/ETid-1178,SPAIN SPAIN,Spanish Data Protection Authority (aepd),2022-05-18,600,"SCF ZHU, S.L.",Industry and Commerce,Art. 13 GDPR,Insufficient fulfilment of information obligations,"The Spanish DPA has fined SCF ZHU, S.L. due to a lack of sufficient data processing information in relation to video surveillance on business premises. The original fine of EUR 1,000 was reduced to EUR 600 due to immediate payment and admission of responsibility.",link | https://www.aepd.es/es/documento/ps-00583-2021.pdf,https://www.enforcementtracker.com/ETid-1178 (Copy: ) | Short URL: https://etid.link/ETid-1178 ETid 1178 | https://www.enforcementtracker.com/ETid-1178
,ETid-1177 | https://www.enforcementtracker.com/ETid-1177,ITALY ITALY,Italian Data Protection Authority (Garante),2022-03-10,"10,000",Alfa Shipyard s.r.l.,Industry and Commerce,Art. 58 (2) GDPR,Insufficient cooperation with supervisory authority,"The Italian DPA has imposed a fine of EUR 10,000 on Alfa Shipyard s.r.l.. The controller had failed to implement measures ordered by the DPA in due time.",link | https://www.gpdp.it/web/guest/home/docweb/-/docweb-display/docweb/9771574,https://www.enforcementtracker.com/ETid-1177 (Copy: ) | Short URL: https://etid.link/ETid-1177 ETid 1177 | https://www.enforcementtracker.com/ETid-1177
,ETid-1176 | https://www.enforcementtracker.com/ETid-1176,SPAIN SPAIN,Spanish Data Protection Authority (aepd),2022-05-18,"10,000,000",Google LLC,"Media, Telecoms and Broadcasting","Art. 6 GDPR, Art. 17 GDPR",Insufficient legal basis for data processing,"The Spanish DPA (AEPD) has imposed a fine of EUR 10 million on GOOGLE LLC. Two data subjects had complained to the DPA that Google had disclosed their personal data to third parties without authorization. 

In the course of the lengthy investigation, the DPA found that Google had passed on personal data of data subjects to the so-called Lumen project. 

Lumen is a project run by the Berkman Klein Center for Internet & Society at Harvard University. The project began in 2002 for the purpose of collecting requests relating to the removal of content from websites within and outside of the United States. This data may then be accessed by researchers and other interested parties. 

Users of Google-operated platforms such as YouTube or Google Drive have the option of requesting that content about themselves on the platforms be removed. For this purpose, Google has provided various contact and complaint forms.

However, the data of the data subjects who use these forms was automatically transmitted to the Lumen project. 
The data subjects did not have the opportunity to object to this transmission, because the automatic transmission to Lumen was a condition for using the forms. 
For this reason, the DPA found that, due to the lack of possibility to object to the transfer of the data to Lumen, Google processed the data subjects' data without a valid legal basis. 

In this context, the DPA also found that Google did not sufficiently enable data subjects to exercise their right to erasure of their data. 

When assessing the fine, the DPA took into account as aggravating factors that the data was not only disclosed, but also transferred to a third country without giving the data subjects the possibility to object to it. This deprived the data subjects of control over the handling of their personal data. In addition, the DPA found that the transfer took place over a very long period of time. 
Also, a large number of individuals were affected and in some cases sensitive data was processed.",link | https://www.aepd.es/es/documento/ps-00140-2020.pdf,https://www.enforcementtracker.com/ETid-1176 (Copy: ) | Short URL: https://etid.link/ETid-1176 ETid 1176 | https://www.enforcementtracker.com/ETid-1176
,ETid-1175 | https://www.enforcementtracker.com/ETid-1175,SPAIN SPAIN,Spanish Data Protection Authority (aepd),2022-05-17,"4,000",INSEKT FOOD S.L.,Industry and Commerce,Art. 6 GDPR,Insufficient legal basis for data processing,"The Spanish DPA (AEPD) has imposed a fine of EUR 4,000 on INSEKT FOOD S.L.. A data subject hat filed a complain with the DPA against the controller due to the fact that the controller had published personal data of the data subject in three WhatsApp groups. As a result, all 541 members of these WhatsApp groups were granted unauthorized access to certain personal data of the data subject (surname, first name, address).",link | https://www.aepd.es/es/documento/ps-00519-2021.pdf,https://www.enforcementtracker.com/ETid-1175 (Copy: ) | Short URL: https://etid.link/ETid-1175 ETid 1175 | https://www.enforcementtracker.com/ETid-1175
,ETid-1174 | https://www.enforcementtracker.com/ETid-1174,SPAIN SPAIN,Spanish Data Protection Authority (aepd),2022-05-17,"18,000","RAMONA FILMS, S.L.",Industry and Commerce,Art. 58 (1) GDPR,Insufficient cooperation with supervisory authority,"The Spanish DPA (AEPD) has fined RAMONA FILMS, S.L.
for failing to provide information requested by the DPA during an investigation. The original fine of EUR 30,000 was reduced to EUR 18,000 due to immediate payment and acknowledgement of guilt.",link | https://www.aepd.es/es/documento/ps-00098-2022.pdf,https://www.enforcementtracker.com/ETid-1174 (Copy: ) | Short URL: https://etid.link/ETid-1174 ETid 1174 | https://www.enforcementtracker.com/ETid-1174
,ETid-1173 | https://www.enforcementtracker.com/ETid-1173,SPAIN SPAIN,Spanish Data Protection Authority (aepd),2022-05-17,"8,000","TIGERS MARKET, S.L.",Industry and Commerce,"Art. 48 (1) b) LGT, Art. 21 GDPR, Art. 23 (4) LOPDGDD",Insufficient fulfilment of data subjects rights,"The Spanish DPA (AEPD) imposed a fine of EUR 8,000 on TIGERS MARKET, S.L.. The data subject had received advertising calls from the controller, although the data subject was registered in the Robinson advertising exclusion list.",link | https://www.aepd.es/es/documento/ps-00061-2022.pdf,https://www.enforcementtracker.com/ETid-1173 (Copy: ) | Short URL: https://etid.link/ETid-1173 ETid 1173 | https://www.enforcementtracker.com/ETid-1173
,ETid-1172 | https://www.enforcementtracker.com/ETid-1172,SPAIN SPAIN,Spanish Data Protection Authority (aepd),2022-05-17,"1,500",Private individual,Individuals and Private Associations,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,"The Spanish DPA (AEPD) has imposed a fine of EUR 1,500 on a private individual. The controller had installed video surveillance cameras on his property which, among other things, also covered the public space. The DPA considered this to be a violation of the principle of data minimization.",link | https://www.aepd.es/es/documento/ps-00544-2021.pdf,https://www.enforcementtracker.com/ETid-1172 (Copy: ) | Short URL: https://etid.link/ETid-1172 ETid 1172 | https://www.enforcementtracker.com/ETid-1172
,ETid-1171 | https://www.enforcementtracker.com/ETid-1171,ROMANIA ROMANIA,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),2022-05-17,"1,500",MAYR MELNHOF PACKAGING ROMANIA S.R.L.,Industry and Commerce,"Art. 5 (1) b), c) GDPR, Art. 5 (2) GDPR, Art. 6 GDPR",Non-compliance with general data processing principles,"The Romanian DPA has imposed a fine of EUR 1,500 on MAYR MELNHOF PACKAGING ROMANIA S.R.L..  The controller had installed video surveillance cameras in the premises for the purpose of protecting company assets and the safety of employees. During its investigation, the DPA also found that the cameras covered the employee cafeteria and smoking area, allowing employees to be monitored outside of their working hours. The DPA states that the recording of the employees was not necessary to ensure the purposes associated with the video surveillance and was therefore disproportionate. The DPA found this to be a violation of the principle of data minimization.",link | https://www.dataprotection.ro/?page=Comunicat_Presa_17_05_2022&lang=ro,https://www.enforcementtracker.com/ETid-1171 (Copy: ) | Short URL: https://etid.link/ETid-1171 ETid 1171 | https://www.enforcementtracker.com/ETid-1171
,ETid-1170 | https://www.enforcementtracker.com/ETid-1170,ROMANIA ROMANIA,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),2022-05-18,"5,000",Kredyt Inkaso Investments RO S.A,"Finance, Insurance and Consulting","Art. 5 GDPR, Art. 6 GDPR, Art. 9 GDPR, Art. 33 GDPR",Insufficient legal basis for data processing,"The Romanian DPA has fined Kredyt Inkaso Investments RO S.A.
EUR 5,000.

A data subject had filed a complaint with the DPA against the controller for having disclosed their personal data and that of their minor child to medical institutions without authorization and without the data subject having any relationship with the institutions. During its investigation, the DPA found that the controller had disclosed data such as home address, professional status, as well as data from the employment contract. 

In addition, the DPA found that the controller had not notified the DPA of the data breach in a timely manner required by Art. 33 GDPR.",link | https://www.dataprotection.ro/?page=Comunicat_Presa_18_05_2022&lang=ro,https://www.enforcementtracker.com/ETid-1170 (Copy: ) | Short URL: https://etid.link/ETid-1170 ETid 1170 | https://www.enforcementtracker.com/ETid-1170
,ETid-1169 | https://www.enforcementtracker.com/ETid-1169,HUNGARY HUNGARY,Hungarian National Authority for Data Protection and the Freedom of Information (NAIH),2022-03-29,"1,300",Workshop,Industry and Commerce,"Art. 5 (1) b), c) GDPR, Art. 6 (1) f) GDPR, Art. 13 (1), (2) GDPR",Non-compliance with general data processing principles,"The Hungarian DPA has imposed a fine of EUR 1,300 on a workshop. The workshop had installed a video surveillance system to protect the company's assets. However, the cameras also captured parts of the employee's work area. The DPA found that the recording of the employees was not necessary to ensure the purposes associated with the video surveillance and was therefore disproportionate. The DPA also found that the  workshop had not sufficiently complied with its information obligations under Art. 13 GDPR. The workshop referred to the consent given by the employees as the legal basis for the video surveillance. However, the DPA concluded that the workshop could not base the video surveillance on consent, as voluntary consent in the employee-employer relationship is questionable. Instead, the workshop should have based the video surveillance on a legitimate interest.",link | https://naih.hu//hatarozatok-vegzesek?download=521:munkahelyi-kameras-megfigyeles-jogalapjanak-es-arrol-valo-tajekoztatasnak-jogszerusege,https://www.enforcementtracker.com/ETid-1169 (Copy: ) | Short URL: https://etid.link/ETid-1169 ETid 1169 | https://www.enforcementtracker.com/ETid-1169
,ETid-1168 | https://www.enforcementtracker.com/ETid-1168,SPAIN SPAIN,Spanish Data Protection Authority (aepd),2022-05-13,"170,000",Mercadona S.A.,Industry and Commerce,"Art. 6 GDPR, Art. 12 GDPR, Art. 15 GDPR",Insufficient legal basis for data processing,"The Spanish DPA (AEPD) has imposed a fine of EUR 170,000 on the supermarket chain Mercadona S.A.. An individual had filed a complaint with the DPA. The individual had suffered an accident in one of the supermarkets and had asked Mercadona to provide the recordings of the accident from the video surveillance system in order to claim damages. However, Mercadona did not comply with this request. After the lawyer of the data subject asked Mercadona again to provide the recordings, Mercadona replied that the images had already been deleted.",link | https://www.aepd.es/es/documento/ps-00267-2021.pdf,https://www.enforcementtracker.com/ETid-1168 (Copy: ) | Short URL: https://etid.link/ETid-1168 ETid 1168 | https://www.enforcementtracker.com/ETid-1168
,ETid-1167 | https://www.enforcementtracker.com/ETid-1167,LUXEMBOURG LUXEMBOURG,National Commission for Data Protection (CNPD),2022-02-02,"1,000",Café owner,Accomodation and Hospitality,"Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles,"The DPA from Luxembourg has imposed a fine of EUR 1,000 on a café owner. The owner had installed two video surveillance cameras in the café for the purpose of protecting company assets and the safety of customers and employees. Those cameras, however, constantly captured parts of the employee's work areas. The DPA found this to be a violation of the principle of data minimization. It also found that the owner had not sufficiently complied with its information obligations under Art. 13 GDPR.",link | https://cnpd.public.lu/content/dam/cnpd/fr/decisions-fr/2022/decision-3fr-2022-sous-forme-anonymisee.pdf,https://www.enforcementtracker.com/ETid-1167 (Copy: ) | Short URL: https://etid.link/ETid-1167 ETid 1167 | https://www.enforcementtracker.com/ETid-1167
,ETid-1166 | https://www.enforcementtracker.com/ETid-1166,SPAIN SPAIN,Spanish Data Protection Authority (aepd),2022-05-11,"6,000",Homeowners Association,Individuals and Private Associations,"Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles,"The Spanish DPA (AEPD) has imposed a fine of EUR 6,000 on a homeowners' association. 
An apartment owner who had been a resident for 15 years had filed a complaint with the DPA due to the fact of having to show ID before using the communal pool. This request for personal data was based on measures to combat the covid-19 pandemic. 
During its investigation, the DPA found that the collection of the pesonal data through the ID check was unnecessary given the fact that the data subject had been a resident for 15 years, and thus violated the principle of data minimization set forth in Art. 5 (1) c) GDPR. Furthermore, the DPA found that the data subject had not been sufficiently informed about the processing of their personal data.",link | https://www.aepd.es/es/documento/ps-00523-2021.pdf,https://www.enforcementtracker.com/ETid-1166 (Copy: ) | Short URL: https://etid.link/ETid-1166 ETid 1166 | https://www.enforcementtracker.com/ETid-1166
